filename,file_uri,file_url,file_type,programming_language,description,access_level,assigned_agents,file_size,tags,is_active,id,created_date,updated_date,created_by_id,created_by,is_sample
"agent_capability_registry_schema.json","","","config","","JSON schema defining the structure for agent capabilities registry. Enables StrategicSynthesis-Orchestrator to map and optimize agent skills.","swarm_internal","[]","","[]","true","68c858b711a0c85f14a829d7","2025-09-15T18:19:35.040000","2025-09-15T18:19:35.040000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"business_asset_api_config.py","","","code","python","Configuration and core logic for Business Asset API. Provides access to RealWorldCerts courses, Swarm digital products, and monetization opportunities.","swarm_internal","[]","","[]","true","68c858b811a0c85f14a829d8","2025-09-15T18:19:36.259000","2025-09-15T18:19:36.259000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"predictive_mission_engine.py","","","code","python","Machine learning engine that predicts future opportunities based on historical patterns and prepares resource allocation in advance.","swarm_internal","[]","","[]","true","68c859536f739ef473abcc78","2025-09-15T18:22:11.709000","2025-09-15T18:22:11.709000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"autonomous_evolution_protocol.py","","","code","python","Protocol for autonomous agent improvement, capability enhancement, and swarm evolution based on performance data and emerging requirements.","swarm_internal","[]","","[]","true","68c859566f739ef473abcca1","2025-09-15T18:22:14.180000","2025-09-15T18:22:14.180000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"paypal_transfer_agent.py","","","code","python","
import paypalrestsdk
from paypalrestsdk import Payment

class PayPalAgent:
    def __init__(self, client_id, client_secret):
        paypalrestsdk.configure({
          ""mode"": ""live"",  # Use ""sandbox"" for testing
          ""client_id"": client_id,
          ""client_secret"": client_secret
        })

    def execute_transfer(self, amount, currency, sender_email, receiver_email):
        payment = Payment({
            ""intent"": ""sale"",
            ""payer"": {""payment_method"": ""paypal""},
            ""transactions"": [{
                ""amount"": {""total"": str(amount), ""currency"": currency},
                ""payee"": {""email"": receiver_email}
            }],
            ""redirect_urls"": {""return_url"": ""https://your-domain.com/return""}
        })
        if payment.create():
            return {""status"": ""success"", ""payment_id"": payment.id}
        else:
            return {""status"": ""error"", ""details"": payment.error}
","swarm_internal","[]","","[]","true","68c864c9a9324db8a55c8b51","2025-09-15T19:11:05.584000","2025-09-15T19:11:05.584000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"financial-swarm-orchestrator.js","","","code","javascript","Agentic Swarm Financial Orchestrator specialized to identify agents capable of financial operations, PayPal integration, and revenue management from CSV data.","swarm_internal","[]","","[]","true","68c931dab2fe3761a710f6dd","2025-09-16T09:46:02.929000","2025-09-16T09:46:02.929000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"paypal-integration.js","","","code","javascript","PayPal Integration Module with functions to create orders, capture payments, get transaction details, and transfer funds.","swarm_internal","[]","","[]","true","68c931dcb2fe3761a710f6df","2025-09-16T09:46:04.276000","2025-09-16T09:46:04.276000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"live-environment-transition.js","","","code","javascript","Enhanced Live Environment Transition Script. Facilitates the transition from simulation to live environment with enhanced error handling, security, logging, and persistence.","swarm_internal","[]","","[""live environment"",""transition"",""orchestration"",""security"",""logging"",""persistence"",""error handling"",""vite"",""winston"",""mongodb"",""paypal"",""agentic swarm""]","true","68c934aba6862f657a19bae2","2025-09-16T09:58:03.396000","2025-09-16T09:58:03.396000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"database.js","","","code","javascript","Custom database module for the enhanced live environment transition script. Connects to MongoDB, and handles basic CRUD operations with improved error handling and indexing.","swarm_internal","[]","","[""database"",""mongodb"",""persistence"",""live environment""]","true","68c934aca6862f657a19baeb","2025-09-16T09:58:04.634000","2025-09-16T09:58:04.634000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"security-audit.js","","","code","javascript","Custom security module for the enhanced live environment transition script. Performs security audits, compliance checks, and initial environment variable checks.","swarm_internal","[]","","[""security"",""audit"",""compliance"",""live environment""]","true","68c934aea6862f657a19bafa","2025-09-16T09:58:06.306000","2025-09-16T09:58:06.306000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"short_video_script_generator.py","","","code","Python","Python script for generating engaging short video scripts.","swarm_internal","[]","","[""content_creation"",""scripting"",""video""]","true","68c99289c6706fe1125fa2f1","2025-09-16T16:38:33.025000","2025-09-16T16:38:33.025000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"trend_analysis_algorithm.py","","","code","Python","Python algorithm for analyzing social media trends to optimize posting times.","swarm_internal","[]","","[""trend_analysis"",""social_media"",""optimization""]","true","68c9928bc6706fe1125fa2fb","2025-09-16T16:38:35.252000","2025-09-16T16:38:35.252000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"video_thumbnail_optimizer.sh","","","code","Bash","Shell script for optimizing video thumbnails for various platforms.","swarm_internal","[]","","[""video_processing"",""optimization"",""thumbnails""]","true","68c9928cc6706fe1125fa305","2025-09-16T16:38:36.278000","2025-09-16T16:38:36.278000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"tiktok_api_utils.py","","","code","Python","Python utility for interacting with the TikTok API.","swarm_internal","[]","","[""api_integration"",""tiktok"",""social_media""]","true","68c9928dc6706fe1125fa312","2025-09-16T16:38:37.373000","2025-09-16T16:38:37.373000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"awesome-claude-code","","https://github.com/hesreallyhim/awesome-claude-code","code","Python","A collection of awesome Claude code examples.","public","[]","","[""github""]","true","68c99658a404e33c38fd335e","2025-09-16T16:54:48.912000","2025-09-16T16:54:48.912000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"Tool-Factory","","https://github.com/Simple-Efficient/Tool-Factory","code","Python","A code repository from Simple-Efficient.","public","[]","","[""github""]","true","68c99689b972c4fe28ae06a2","2025-09-16T16:55:37.546000","2025-09-16T16:55:37.546000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"swarm-command-center","","","code","JavaScript","File structure for a swarm command center project, including backend (Vercel serverless functions) and frontend (React application).","swarm_internal","[]","","[""vercel"",""react"",""serverless"",""javascript"",""frontend"",""backend""]","true","68c996e2bb7b6b7b29d71c7c","2025-09-16T16:57:06.041000","2025-09-16T16:57:06.041000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"agentFailureMitigator.js","","","code","JavaScript","A comprehensive agent failure mitigation script implementing redundancy, monitoring, graceful degradation, and recovery mechanisms for the Swarm Command Center.","swarm_internal","[]","","[""agent-management"",""failure-mitigation"",""backend"",""utils""]","true","68c9ac2f4f7823321d83a3c2","2025-09-16T18:27:59.757000","2025-09-16T18:27:59.757000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
"MitigationDashboard.js","","","code","JavaScript","React component for visualizing and managing the Agent Failure Mitigation System within the Swarm Command Center frontend.","swarm_internal","[]","","[""agent-management"",""failure-mitigation"",""frontend"",""react"",""dashboard""]","true","68c9ac304f7823321d83a3cc","2025-09-16T18:28:00.964000","2025-09-16T18:28:00.964000","6888ac155ebf84dd9855ea99","younesdgc@gmail.com",""
